"id","problem_number","title","statement","background","status","category_id","difficulty_level_id"
2060,"EP-338","Erdős Problem #338","The restricted order of a basis is the least integer $t$ (if it exists) such that every large integer is the sum of at most $t$ distinct summands from $A$. What are necessary and sufficient conditions that this exists? Can it be bounded (when it exists) in terms of the order of the basis? What are necessary and sufficient conditions that this is equal to the order of the basis?","Bateman has observed that for $h\geq 3$ there is a basis of order $h$ with no restricted order, taking $ A=\{1\}\cup \{x>0 : h\mid x\}. $ Kelly \cite{Ke57} has shown that any basis of order $2$ has restricted order at most $4$ and conjectured it always has restricted order at most $3$ (which he proved under the additional assumption that the basis has positive lower density). Kelly's conjecture was disproved by Hennecart \cite{He05}, who constructed a basis of order $2$ with restricted order $4$. The set of squares has order $4$ and restricted order $5$ (see \cite{Pa33}) and the set of triangular numbers has order $3$ and restricted order $3$ (see \cite{Sc54}). Is it true that if $A\backslash F$ is a basis for all finite sets $F$ then $A$ must have a restricted order? What if they are all bases of the same order? Hegyv\'{a}ri, Hennecart, and Plagne \cite{HHP07} have shown that for all $k\geq2$ there exists a basis of order $k$ which has restricted order at least $ 2^{k-2}+k-1. $ References [HHP07] Hegyv\'ari, Norbert and Hennecart, Fran\c cois and Plagne, Alain, Answer to a question by {B}urr and {E}rd\H{o}s on restricted addition, and related results. Combin. Probab. Comput. (2007), 747--756. [He05] Hennecart, Fran\c cois, On the restricted order of asymptotic bases of order two. Ramanujan J. (2005), 123--130. [Ke57] Kelly, John B., Restricted bases. Amer. J. Math. (1957), 258-264. [Pa33] Pall, Gordon, On Sums of Squares. Amer. Math. Monthly (1933), 10-18. [Sc54] Schinzel, A., Sur la d\'{e}composition des nombres naturels en sommes de nombres triangulaires distincts. Bull. Acad. Polon. Sci. Cl. III. (1954), 409-410.","open",1,1
2061,"EP-340","Erdős Problem #340","Let $A=\{1,2,4,8,13,21,31,45,66,81,97,\ldots\}$ be the greedy Sidon sequence: we begin with $1$ and iteratively include the next smallest integer that preserves the Sidon property (i.e. there are no non-trivial solutions to $a+b=c+d$). What is the order of growth of $A$? Is it true that $ \lvert A\cap \{1,\ldots,N\}\rvert \gg N^{1/2-\epsilon} $ for all $\epsilon>0$ and large $N$?","This sequence is sometimes called the Mian-Chowla sequence. It is trivial that this sequence grows at least like $\gg N^{1/3}$. Erdos and Graham \cite{ErGr80} also asked about the difference set $A-A$, whether this has positive density, and whether this contains $22$. It does contain $22$, since $a_{15}-a_{14}=204-182=22$. The smallest integer which is unknown to be in $A-A$ is $33$ (see A080200). It may be true that all or almost all integers are in $A-A$. This sequence is at OEIS A005282. See also [156]. References [ErGr80] Erdos, P. and Graham, R., Old and new problems and results in combinatorial number theory. Monographies de L'Enseignement Mathematique (1980).","open",1,1
2062,"EP-341","Erdős Problem #341","Let $A=\{a_1<\cdots<a_k\}$ be a finite set of positive integers and extend it to an infinite sequence $\overline{A}=\{a_1<a_2<\cdots \}$ by defining $a_{n+1}$ for $n\geq k$ to be the least integer exceeding $a_n$ which is not of the form $a_i+a_j$ with $i,j\leq n$. Is it true that the sequence of differences $a_{m+1}-a_m$ is eventually periodic?","An old problem of Dickson. Even a starting set as small as $\{1,4,9,16,25\}$ requires thousands of terms before periodicity occurs. This problem is discussed under Problem 7 on Green's open problems list.","open",1,1
2063,"EP-342","Erdős Problem #342","With $a_1=1$ and $a_2=2$ let $a_{n+1}$ for $n\geq 2$ be the least integer $>a_n$ which can be expressed uniquely as $a_i+a_j$ for $i<j\leq n$. What can be said about this sequence? Do infinitely many pairs $a,a+2$ occur? Does this sequence eventually have periodic differences? Is the density $0$?","A problem of Ulam. The sequence is $ 1,2,3,4,6,8,11,13,16,18,26,28,\ldots $ at OEIS A002858. See also Problem 7 of Green's open problems list. This is problem C4 in Guy's collection \cite{Gu04}. References [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437.","open",1,1
2064,"EP-345","Erdős Problem #345","Let $A\subseteq \mathbb{N}$ be a complete sequence, and define the threshold of completeness $T(A)$ to be the least integer $m$ such that all $n\geq m$ are in $ P(A) = \left\{\sum_{n\in B}n : B\subseteq A\textrm{ finite }\right\} $ (the existence of $T(A)$ is guaranteed by completeness). Is it true that there are infinitely many $k$ such that $T(n^k)>T(n^{k+1})$?","Erdos and Graham \cite{ErGr80} remark that very little is known about $T(A)$ in general. It is known that $ T(n)=1, T(n^2)=128, T(n^3)=12758, $ $ T(n^4)=5134240,\textrm{ and }T(n^5)=67898771. $ Erdos and Graham remark that a good candidate for the $n$ in the question are $k=2^t$ for large $t$, perhaps even $t=3$, because of the highly restricted values of $n^{2^t}$ modulo $2^{t+1}$. References [ErGr80] Erdos, P. and Graham, R., Old and new problems and results in combinatorial number theory. Monographies de L'Enseignement Mathematique (1980).","open",1,1
2065,"EP-346","Erdős Problem #346","Let $A=\{1\leq a_1< a_2<\cdots\}$ be a set of integers such that {UL} {LI} $A\backslash B$ is complete for any finite subset $B$ and {/LI} {LI} $A\backslash B$ is not complete for any infinite subset $B$.{/LI} {/UL} (Here 'complete' means all sufficiently large integers can be written as a sum of distinct members of the sequence.) Is it true that if $a_{n+1}/a_n \geq 1+\epsilon$ for some $\epsilon>0$ and all $n$ then $ \lim_n \frac{a_{n+1}}{a_n}=\frac{1+\sqrt{5}}{2}? $","Graham \cite{Gr64d} has shown that the sequence $a_n=F_n-(-1)^{n}$, where $F_n$ is the $n$th Fibonacci number, has these properties. Erdos and Graham \cite{ErGr80} remark that it is easy to see that if $a_{n+1}/a_n>\frac{1+\sqrt{5}}{2}$ then the second property is automatically satisfied, and that it is not hard to construct very irregular sequences satisfying both properties. References [ErGr80] Erdos, P. and Graham, R., Old and new problems and results in combinatorial number theory. Monographies de L'Enseignement Mathematique (1980). [Gr64d] Graham, R. L., A property of Fibonacci numbers. Fibonacci Quart. (1964), 1-10.","open",1,1
2066,"EP-348","Erdős Problem #348","For what values of $0\leq m<n$ is there a complete sequence $A=\{a_1\leq a_2\leq \cdots\}$ of integers such that {UL} {LI} $A$ remains complete after removing any $m$ elements, but {/LI} {LI} $A$ is not complete after removing any $n$ elements? {/LI} {/UL}","The Fibonacci sequence $1,1,2,3,5,\ldots$ shows that $m=1$ and $n=2$ is possible. The sequence of powers of $2$ shows that $m=0$ and $n=1$ is possible. The case $m=2$ and $n=3$ is not known. van Doorn has shown that no such sequence exists for $2\leq m<n$ if we interpret complete in the strong sense that $ \left\{ \sum_{n\in B}n : \textrm{ for all finite }B\subset A\right\}=\mathbb{N}. $ Erdos and Graham most likely meant the weaker notion of completeness which allows finitely many exceptions, however.","open",1,1
2067,"EP-349","Erdős Problem #349","For what values of $t,\alpha \in (0,\infty)$ is the sequence $\lfloor t\alpha^n\rfloor$ complete (that is, all sufficiently large integers are the sum of distinct integers of the form $\lfloor t\alpha^n\rfloor$)?","Even in the range $t\in (0,1)$ and $\alpha\in (1,2)$ the behaviour is surprisingly complex. For example, Graham \cite{Gr64e} has shown that for any $k$ there exists some $t_k\in (0,1)$ such that the set of $\alpha$ such that the sequence is complete consists of at least $k$ disjoint line segments. It seems likely that the sequence is complete for all $t>0$ and all $1<\alpha < \frac{1+\sqrt{5}}{2}$. Proving this seems very difficult, since we do not even know whether $\lfloor (3/2)^n\rfloor$ is odd or even infinitely often. References [Gr64e] Graham, R. L., On a conjecture of Erdos in additive number theory. Acta Arith. (1964/65), 63-70.","open",1,1
2068,"EP-351","Erdős Problem #351","Let $p(x)\in \mathbb{Q}[x]$. Is it true that $ A=\{ p(n)+1/n : n\in \mathbb{N}\} $ is strongly complete, in the sense that, for any finite set $B$, $ \left\{\sum_{n\in X}n : X\subseteq A\backslash B\textrm{ finite }\right\} $ contains all sufficiently large integers?","Graham \cite{Gr63} proved this is true when $p(n)=n$. Erdos and Graham also ask which rational functions $r(x)\in\mathbb{Z}(x)$ force $\{ r(n) : n\in\mathbb{N}\}$ to be complete? Graham \cite{Gr64f} gave a complete characterisation of which polynomials $r\in \mathbb{R}[x]$ are such that $\{ r(n) : n\in \mathbb{N}\}$ is complete. In the comments van Doorn has noted that a positive solution for $p(n)=n^2$ follows from \cite{Gr63} together with result of Alekseyev \cite{Al19} mentioned in [283]. References [Al19] Alekseyev, Max A., On partitions into squares of distinct integers whose reciprocals sum to 1. (2019), 213--221. [Gr63] Graham, R. L., A theorem on partitions. J. Austral. Math. Soc. (1963), 435-441. [Gr64f] Graham, R. L., Complete sequences of polynomial values. Duke Math. J. (1964), 275-285.","open",1,1
2069,"EP-352","Erdős Problem #352","Is there some $c>0$ such that every measurable $A\subseteq \mathbb{R}^2$ of measure $\geq c$ contains the vertices of a triangle of area 1?","Erdos (unpublished) proved that this is true if $A$ has infinite measure, or if $A$ is an unbounded set of positive measure (stating in \cite{Er78d} and \cite{Er83d} it 'follows easily from the Lebesgue density theorem'). In \cite{Er78d} and \cite{Er83d} he speculated that perhaps $C=4\pi/\sqrt{27}\approx 2.418$ works, which would be the best possible, as witnessed by a circle of radius $<2\cdot 3^{-3/4}$. Further evidence for this is given by a result of Freiling and Mauldin \cite{Ma02}, who proved that if $A$ has outer measure $>4\pi/\sqrt{27}$ then $A$ contains the vertices of a triangle with area $>1$. This also proves the same threshold for the original problem under the assumption that $A$ is a compact convex set. Mauldin also discusses this problem in \cite{Ma13}, in which he notes that it suffices to prove this under the assumption that $A$ is the union of the interiors of $n<\infty$ many compact convex sets. Freiling and Mauldin (see \cite{Ma13}) have proved this conjecture if $1\leq n\leq 3$. References [Er78d] Erdos, P., Set-theoretic, measure-theoretic, combinatorial, and number-theoretic problems concerning point sets in Euclidean space. Real Anal. Exchange (1978/79), 113-138. [Er83d] Erdos, Paul, Some combinatorial, geometric and set theoretic problems in measure theory. Measure Theory, Oberwolfach 1983: Proceedings of the Conference held at Oberwolfach, June 26-July 2, 1983 (1984), 321-327. [Ma02] Mauldin, R. D., Some problems in set theory, analysis and geometry. (2002), 493--506. [Ma13] Mauldin, R. Daniel, Some problems and ideas of {E}rd\H{o}s in analysis and geometry. (2013), 365--376.","open",3,1
2070,"EP-354","Erdős Problem #354","Let $\alpha,\beta\in \mathbb{R}_{>0}$ such that $\alpha/\beta$ is irrational. Is the multiset $ \{ \lfloor \alpha\rfloor,\lfloor 2\alpha\rfloor,\lfloor 4\alpha\rfloor,\ldots\}\cup \{ \lfloor \beta\rfloor,\lfloor 2\beta\rfloor,\lfloor 4\beta\rfloor,\ldots\} $ complete? That is, can all sufficiently large natural numbers $n$ be written as $ n=\sum_{s\in S}\lfloor 2^s\alpha\rfloor+\sum_{t\in T}\lfloor 2^t\beta\rfloor $ for some finite $S,T\subset \mathbb{N}$? What if $2$ is replaced by some $\gamma\in(1,2)$?","This question was first mentioned by Graham \cite{Gr71}. Hegyv\'{a}ri \cite{He89} proved that this holds if $\alpha=m/2^n$ is a dyadic rational and $\beta$ is not. He later \cite{He91} proved that, for any fixed $\alpha>0$, the set of $\beta$ for which this holds either has measure $0$ or infinite measure. In \cite{He94} he proved that the set of $(\alpha,\beta)$ for which the corresponding set of sums does not contain an infinite arithmetic progression has cardinality continuum. Hegyv\'{a}ri \cite{He89} proved that the sequence is not complete if $\alpha\geq 2$ and $\beta =2^k\alpha$ for some $k\geq 0$. Jiang and Ma \cite{JiMa24} and Fang and He \cite{FaHe25} prove that the sequence is not complete if $1<\alpha<2$ and $\beta=2^k\alpha$ for some sufficiently large $k$. It is likely (and Hegyv\'{a}ri conjectures) that the assumption $\alpha/\beta$ irrational can be weakened to $\alpha/\beta eq 2^k$ and either $\alpha$ or $\beta$ not a dyadic rational. In the comments van Doorn proves the sequence is complete if $\alpha < 2<\beta<3$, and also proves that if either $\alpha$ or $\beta$ is not a dyadic rational then the corresponding sequence with ceiling functions replacing the floor functions is complete. References [FaHe25] Fang, J.-H. and He, J.-Y., On a problem of {E}rd\H{o}s and {G}raham. Acta Math. Hungar. (2025), 532--542. [Gr71] Graham, R. L., On sums of integers taken from a fixed sequence. (1971), 22--40. [He89] Hegyv\'ari, N., Some remarks on a problem of {E}rd\H{o}s and {G}raham. Acta Math. Hungar. (1989), 149--154. [He91] Hegyv\'ari, N., On complete sequences. Ann. Univ. Sci. Budapest. E""otv""os Sect. Math. (1991), 7--10. [He94] Hegyv\'ari, Norbert, On sumset of certain sets. Publ. Math. Debrecen (1994), 115--122. [JiMa24] Jiang, Xing-Wang and Ma, Wu-Xia, A conjecture of {H}egyv\'ari. Int. J. Number Theory (2024), 915--933.","open",1,1
2071,"EP-357","Erdős Problem #357","Let $1\leq a_1<\cdots <a_k\leq n$ be integers such that all sums of the shape $\sum_{u\leq i\leq v}a_i$ are distinct. Let $f(n)$ be the maximal such $k$. How does $f(n)$ grow? Is $f(n)=o(n)$?","Asked by Erdos and Harzheim. In \cite{Er77c} Erdos asks about an infinite such set of integers, and whether such a set must have density $0$. He notes that a simple averaging process implies $a_k \gg k\log k$ for infinitely many $k$, and so the lower density is $0$. He also asks whether $\sum\frac{1}{a_k}$ must converge. Weisenberg in the comments observes that any set which satisfies [874] also has this property, which implies $f(n)\geq (2+o(1))n^{1/2}$. If $g(n)$ is the maximal $k$ such that there are $1\leq a_1,\ldots,a_k\leq n$ with all consecutive sums distinct (i.e. we drop the monotonicity assumption in the definition of $f$) then Hegyv\'{a}ri \cite{He86} has proved that $ \left(\frac{1}{3}+o(1)\right) n\leq g(n)\leq \left(\frac{2}{3}+o(1)\right)n. $ The upper bound of Coppersmith and Phillips in [867] implies $ g(n) \leq \left(\frac{2}{3}-\frac{1}{512}+o(1)\right)n. $ A similar question can be asked if we replace strict monotonicity with weak monotonicity (i.e. we allow $a_i=a_j$). Erdos and Harzheim also ask what is the least $m$ which is not a sum of the given form? Can it be much larger than $n$? Erdos and Harzheim can show that $\sum_{x<a_i<x^2}\frac{1}{a_i}\ll 1$. Is it true that $\sum_i \frac{1}{a_i}\ll 1$? See also [34], [356], [670], and [867]. The multiplicative analogue is [421]. References [Er77c] Erdos, Paul, Problems and results on combinatorial number theory. III. Number theory day (Proc. Conf., Rockefeller Univ., New York, 1976) (1977), 43-72. [He86] Hegyv\'ari, N., On consecutive sums in sequences. Acta Math. Hungar. (1986), 193--200.","open",1,1
2072,"EP-358","Erdős Problem #358","Let $A=\{a_1<\cdots\}$ be an infinite sequence of integers. Let $f(n)$ count the number of solutions to $ n=\sum_{u\leq i\leq v}a_i. $ Is there such an $A$ for which $f(n)\to \infty$ as $n\to \infty$? Or even where $f(n)\geq 2$ for all large $n$?","When $a_n=n$ the function $f(n)$ counts the number of odd divisors of $n$. In modern language, this asks for the existence of a convex set $A$ such that $1_A\circ 1_A(n)\to \infty$ as $n\to \infty$. Erdos and Moser \cite{Mo63} considered the case when $A$ is the set of primes, and conjectured that the $\limsup$ of the number of such representations in this case is infinite. They could not even prove that the upper density of the set of integers representable in this form is positive. In \cite{ErGr80} they further asked whether $f(n)\geq 1$ for all large $n$ is possible, but Egami observed the answer to this is trivially yes, taking $a_n=n$. Perhaps they intended to restrict $f(n)$ to only count those representatives as the sum of at least two consecutive terms. (It is a classical fact that $n$ can be expressed as a sum of at least two consecutive positive integers if and only if $n eq 2^k$.) In \cite{Er77c} Erdos writes 'This problem can perhaps be rightly criticized as being artificial and in the backwater of Mathematics but it seems very strange and attractive to me'. Weisenberg observes that the finite analogue of this problem, asking how many integers up to some $x$ can be written as the sum of consecutive elements, is very similar to [356]. This is reported in problem C2 of Guy's collection \cite{Gu04}. References [Er77c] Erdos, Paul, Problems and results on combinatorial number theory. III. Number theory day (Proc. Conf., Rockefeller Univ., New York, 1976) (1977), 43-72. [ErGr80] Erdos, P. and Graham, R., Old and new problems and results in combinatorial number theory. Monographies de L'Enseignement Mathematique (1980). [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Mo63] Moser, L., Notes on number theory. III. On the sum of consecutive primes. Canad. Math. Bull. (1963), 159-161.","open",1,1
2073,"EP-359","Erdős Problem #359","Let $a_1<a_2<\cdots$ be an infinite sequence of integers such that $a_1=n$ and $a_{i+1}$ is the least integer which is not a sum of consecutive earlier $a_j$s. What can be said about the density of this sequence? In particular, in the case $n=1$, can one prove that $a_k/k\to \infty$ and $a_k/k^{1+c}\to 0$ for any $c>0$?","A problem of MacMahon, studied by Andrews \cite{An75}. When $n=1$ this sequence begins $ 1,2,4,5,8,10,14,15,\ldots. $ This sequence is A002048 in the OEIS. Andrews conjectures $ a_k\sim \frac{k\log k}{\log\log k}. $ Porubsky \cite{Po77} proved that, for any $\epsilon>0$, there are infinitely many $k$ such that $ a_k < (\log k)^\epsilon \frac{k\log k}{\log\log k}, $ and also that if $A(x)$ counts the number of $a_i\leq x$ then $ \limsup \frac{A(x)}{\pi(x)}\geq \frac{1}{\log 2} $ where $\pi(x)$ counts the number of primes $\leq x$. See also [839]. References [An75] Andrews, George E., Research Problems: Mac Mahon's Prime Numbers of Measurement. Amer. Math. Monthly (1975), 922-923. [Po77] Porubsk\'y, \v S., On {M}ac{M}ahon's segmented numbers and related sequences. Nieuw Arch. Wisk. (3) (1977), 403--408.","open",1,1
